logp,category,role,tag,template,context_tag,context,id
-59.55696861311394,bike,seller,counter-price,"yeah that sounds fine, but since you are making the drive, i will knock off an additional {price} dollars.",counter-price,would you go say {price} if i came to pick it up tonight with cash?,29981
-32.628556553230524,bike,buyer,counter-price,thats fantastic! great. so {price} then? ill see you this evening!,counter-price,"yeah that sounds fine, but since you are making the drive, i will knock off an additional {price} dollars.",29982
-3.443879347940896,bike,buyer,offer,<offer>,counter-price,"yeah that sounds fine, but since you are making the drive, i will knock off an additional {price} dollars.",29983
-42.123343601350584,bike,seller,unknown,"yes, but can you come before 8pm? i need to get some sleep before work tomorrow.",offer,<offer>,29984
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,29985
-28.152784615095992,bike,buyer,intro,hello im interested in your {title}. how old is it,<start>,<start>,29986
-48.56187419952108,bike,seller,unknown,the {title} is a year old. i bought it used a few months ago.,intro,hello im interested in your {title}. how old is it,29987
-48.332007239385526,bike,buyer,inquiry,do you know how long the other owner had it? are the tires and paint good?,unknown,the {title} is a year old. i bought it used a few months ago.,29988
-116.8760852597515,bike,seller,init-price,he received it as a christmas gift in 2016. the paint is in excellent condition. i did not replace the tires before putting it up for sale so i would knock {price} off the price so you can replace them.,inquiry,do you know how long the other owner had it? are the tires and paint good?,29989
-42.769953004409544,bike,buyer,counter-price,well its a bit old. unfortunately i only have {price} how does that sound?,init-price,he received it as a christmas gift in 2016. the paint is in excellent condition. i did not replace the tires before putting it up for sale so i would knock {price} off the price so you can replace them.,29990
-45.19386082432639,bike,seller,counter-price,i don't think i want to go quite that low. would you be willing to do {price}?,counter-price,well its a bit old. unfortunately i only have {price} how does that sound?,29991
-26.891420220176244,bike,buyer,unknown,"i guess i can do that, thank you!",counter-price,i don't think i want to go quite that low. would you be willing to do {price}?,29992
-3.443879347940896,bike,buyer,offer,<offer>,counter-price,i don't think i want to go quite that low. would you be willing to do {price}?,29993
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,29994
-16.88491142490813,phone,seller,intro,hi! are you interested in the {title}?,<start>,<start>,29995
-37.57337029864055,phone,buyer,inquiry,yes. i'm on a tight budget right now. can you negotiate on the price?,intro,hi! are you interested in the {title}?,29996
-120.06278633988009,phone,seller,init-price,"i can negotiate a little, but i think {listing_price} is fair. the phone is still under warranty until christmas 2017, is in excellent condition, has always been in a case with a screen protector, and a new one costs a lot more.",inquiry,yes. i'm on a tight budget right now. can you negotiate on the price?,29997
-41.821517693034394,phone,buyer,counter-price,"i understand. unfortunately, i only have about {price} to spend right now.",init-price,"i can negotiate a little, but i think {listing_price} is fair. the phone is still under warranty until christmas 2017, is in excellent condition, has always been in a case with a screen protector, and a new one costs a lot more.",29998
-23.60498631380221,phone,seller,counter-price,could you make it {price}?,counter-price,"i understand. unfortunately, i only have about {price} to spend right now.",29999
-55.90636651128997,phone,buyer,counter-price,"if you are able to meet me tomorrow, i could probably get {price} in cash. would that work?",counter-price,could you make it {price}?,30000
-23.389712390517744,phone,seller,unknown,yes. see you tomorrow.,counter-price,"if you are able to meet me tomorrow, i could probably get {price} in cash. would that work?",30001
-3.443879347940896,phone,seller,offer,<offer>,counter-price,"if you are able to meet me tomorrow, i could probably get {price} in cash. would that work?",30002
-3.568819410226794,phone,buyer,accept,<accept>,offer,<offer>,30003
-31.599133424889644,furniture,buyer,intro,hi can you tell me if this is used?,<start>,<start>,30004
-3.443879347940896,furniture,seller,offer,<offer>,intro,hi can you tell me if this is used?,30005
-23.91939501542879,furniture,buyer,inquiry,does it have any stains or rims?,offer,<offer>,30006
-6.685130796525419,furniture,seller,disagree,no,inquiry,does it have any stains or rims?,30007
-26.717533893597984,furniture,buyer,inquiry,good. are you willing to negotiate on the price?,disagree,no,30008
-5.058589192054489,furniture,seller,inform,yes,inquiry,good. are you willing to negotiate on the price?,30009
-11.4444706407909,furniture,buyer,counter-price,would you accept {price}?,inform,yes,30010
-13.740413232019552,furniture,seller,unknown,accept,counter-price,would you accept {price}?,30011
-18.404541816830598,furniture,buyer,unknown,{title} thank you so much!,unknown,accept,30012
-7.710665888631531,furniture,seller,quit,<quit>,unknown,{title} thank you so much!,30013
-12.137839715467706,housing,seller,intro,thanks for viewing the listing.,<start>,<start>,30014
-18.26627896370178,housing,buyer,init-price,yes i would like to offer {price},intro,thanks for viewing the listing.,30015
-19.981902379983246,housing,seller,inquiry,thanks. did you have any questions?,init-price,yes i would like to offer {price},30016
-45.02983631613191,housing,buyer,insist,is that a deal {my_price} for this big apartment in bay,inquiry,thanks. did you have any questions?,30017
-21.167795386833248,housing,seller,counter-price,i can't do {partner_price}. can you do {price}?,insist,is that a deal {partner_price} for this big apartment in bay,30018
-6.52124471156461,housing,buyer,counter-price,{price},counter-price,i can't do {my_price}. can you do {price}?,30019
-15.291513214620313,housing,seller,counter-price,{price} and we have a deal.,counter-price,{price},30020
-33.046983402824,housing,buyer,unknown,deal it is ready to move in now,counter-price,{price} and we have a deal.,30021
-25.920433362647458,housing,seller,unknown,"yes, ready to move in now.",unknown,deal it is ready to move in now,30022
-3.443879347940896,housing,seller,offer,<offer>,unknown,deal it is ready to move in now,30023
-3.568819410226794,housing,buyer,accept,<accept>,offer,<offer>,30024
-12.930454933311221,furniture,seller,intro,hello. thanks for viewing the listing.,<start>,<start>,30025
-33.85666126308926,furniture,buyer,unknown,thank you i think this might work for me,intro,hello. thanks for viewing the listing.,30026
-25.21926819810377,furniture,seller,unknown,great. did you have any questions about it,unknown,thank you i think this might work for me,30027
-32.049745467691366,furniture,buyer,inquiry,"is it solid wood or pressboard, it looks like a veneer",unknown,great. did you have any questions about it,30028
-35.29039046907753,furniture,seller,init-price,"it actually is veneer, but it's in great condition. i'm asking {listing_price} for it",inquiry,"is it solid wood or pressboard, it looks like a veneer",30029
-81.83066918035077,furniture,buyer,unknown,"that seems really high for a non solid wood {title} with a damaged mirror, if i could afford all that i would ...",init-price,"it actually is veneer, but it's in great condition. i'm asking {listing_price} for it",30030
-26.319234177679938,furniture,seller,inquiry,i understand. what are you looking to pay?,unknown,"that seems really high for a non solid wood {title} with a damaged mirror, if i could afford all that i would ...",30031
-68.05744199660293,furniture,buyer,counter-price,honesly i saw the photo first and thought it would be closer to my range ... ideally i would pay {price},inquiry,i understand. what are you looking to pay?,30032
-46.27070188273413,furniture,seller,counter-price,i can't go that low but i will work with you. can you do {price}?,counter-price,honesly i saw the photo first and thought it would be closer to my range ... ideally i would pay {price},30033
-9.325375732745124,furniture,buyer,counter-price,{price}?,counter-price,i can't go that low but i will work with you. can you do {price}?,30034
