,text,meta_text
40371,tell ya what . i'm willing to give you 35 for the calculator . ,init-price
40372,i'll do $40 ,counter-price
40373,"if you throw in some batteries , you have yourself a deal ",agree
40374,deal ,agree
40375,<end>,<end>
40376,hello ! i am interested in buying the chevelle malibu ss convertible . ,intro
40377,"hello ! great , do you have any questions ? ",intro
40378,yes . the price listed is a bit out of my range . i was wondering if you are willing to sell for a lower price ? ,inquire
40379,"sure , we can definitely try to negotiate the price . but the car runs great and has a lot of upgrades . ",inform
40380,that's great news ! what's the lowest that you are willing to go ? ,inquire
40381,"well , since i put in my ad that the price is firm and i'm not interested in having my time wasted with lowball offers but that is the first thing you came out with out of the gate , it is a bit disconcerting that you haven't even asked any questions about the car , just two attempts to lowball me . i tried to be polite the first time but you don't seem to be very reasonable . . . ",inform
40382,i didn't mean to offend you . i was just seeing if you had a range in mind . any reason why you are downsizing this project in particular ? ,inquire
40383,"i've simply already spent as much time on it , and put as many upgrades on it as i am interested in . i already have another just like it . ",inform
40384,how many miles does it have on it ? ,inquire
40385,just 15k ,inform
40386,have you had any other offers ? ,inquire
40387,yeah i have a guy coming to look at it in a few minutes . ,inform
40388,"ok . well , my budget is around $9 , 500 and the listed price is out of my range . the car looks great , however if you're set on the $13 , 500 price , i won't be able to afford it . ",init-price
40389,alright well you haven't given me any reason to lower my price even though i went against my ad and said that i would be willing to negotiate right out of the gate . thanks for your interest though . ,disagree
40390,<end>,<end>
40391,this is a great place . really close to cal berkeley . it has nice hardwood floors . i'm asking $2025 . ,init-price
40392,"it does seem nice , could you do $1417 . ",counter-price
40393,"that is somewhat low . i'm looking for a year lease , but if you can come up closer to my price of $2025 , i'd be willing to do it without a lease ",unknown
40394,"$1800 ? i am somewhat on a budget , but i would love to lease this place . ",counter-price
40395,why don't you come by and check it out . i'm willing to give it to you for 1900 and no lease if you like what you see ,counter-price
40396,"ok , that's perfect ",agree
40397,<end>,<end>
40398,have a beautiful vintage cd player ,intro
40399,hello . i am interested in your player . if i pay in cash may i pick up tomorrow ? ,inquire
40400,absoultely ,inform
40401,great ! i am glad you are providing a free demo also . that is nice . but i would like to pay a bit less if possible . maybe 40 ? ,init-price
40402,how about 48 ,counter-price
40403,"okay , i can do $48 since it is vintage . i can be there tomorrow afternoon . ",agree
40404,<end>,<end>
40405,hello ,intro
40406,nice set of wheels you got there ,intro
40407,"thanks , i take pride in her but life happens and i have to let her go ",intro
40408,it's a bit out o fmy price range though . 17000 for a85 is a bit high ,init-price
40409,<end>,<end>
40410,hello i am interested in buying your tundra . ,intro
40411,sure . do you have any questions ? ,intro
40412,"yes , does it have any upgrades or customization's ? ",inquire
40413,"no , just all the features that came standard with the car when it was purchased . satellite radio , bluetooth , heated seats , etc . ",inform
40414,"the asking price is quite high for stock features . i'm willing to offer 28 , 000 for the vehicle after a test drive . ",init-price
40415,"there is no way i'm giving it to you for that cheap . this car goes for way more at a dealership than the price i listed , and it cost even more new . it is in great shape . i can deliver it , fix or change anything you need , whatever you need to accept it at it's price . ",vague-price
40416,i could up the price to 33k and we could call it a deal . ,counter-price
40417,33 actually works really well for me . sure thing . ,agree
40418,thanks see you soon . ,thanks
40419,<end>,<end>
40420,price is set since it is in very good condition ,intro
40421,750,init-price
40422,that's way to low ,vague-price
40423,875,counter-price
40424,$2000 is set ,counter-price
40425,1700,counter-price
40426,ok i accept this price ,agree
40427,ok deal ,agree
40428,<end>,<end>
40429,hi ,intro
40430,"hello , how are you ? ",intro
40431,i am ok ,intro
40432,great . i am interested in the homes you have posted . can you give me some details/ ,inquire
40433,it's a good deal ,inform
40434,<end>,<end>
40435,hi im interested in your samsung galaxy s8 ! is there anything wrong with it ? ,inquire
40436,nothing wrong with it . ,inform
40437,how about i buy you a case a beer and you let me name my price for this phone . ,inquire
40438,what price did you have in mind ? ,inquire
40439,<end>,<end>
40440,im interestedi n your car could you tell me more about it ,inquire
40441,"sure it has 32k miles on it all highway , no scratches . perfect running condition . ",inform
40442,how about scratches or dents ? ,inquire
40443,no scratches or dents . seats are not ripped at all . no spots or tears . ,inform
40444,any mechanical problems ? ,inquire
40445,none i just had it to the mechanic for a check up . new tires but other than that everything is perfect in it . ,inform
40446,ok are you willing to take anything less ? i really need a car but can't afford much ,vague-price
40447,we can negotiate . what are you willing to spend ? ,inquire
40448,i can't afford much since i just started working ,vague-price
40449,i can understand that . what did you have in mind ? ,inquire
40450,i could do about $5500 cash todya ,init-price
40451,"oh my , that's way too low . ",vague-price
40452,i could maybe come down to $11500 . ,counter-price
40453,i have 6300 right now and could possibly do 6500 but i need to pick up the car today so i can get to work tomorrow ,counter-price
40454,still too low . for a 2015 ? 32k miles ? way too low . ,vague-price
40455,im sorry that is the most i can afford right now . . . ,disagree
40456,well i am sorry too . ,disagree
40457,<end>,<end>
40458,"hi , i'm interested in your sofa and arm chair ",intro
40459,yep . it's a great shape . you can come by and take a look any time you wish ,intro
40460,sure i would love to do that . it looks like a nice set . how long have you had it ? ,inquire
40461,"not too long a couple of years . i wash the covers so they shrunk a bit , . but you can just get new covers anyway ",inform
40462,"okay great , are you willing to negotiate on the price ? ",inquire
40463,sure . it is used afterall ,inform
40464,"awesome , are you willing to accept maybe $805 for it ? ",init-price
40465,that's a bit too low for me . i could do 1000 if you coem and pick it up ,counter-price
40466,well it is used so would you be willing to accept a lower price ? ,vague-price
40467,1000 is already 150 off the listed price . what's your price range ? ,inquire
40468,"the highest i could offer is around $850 , no more than $900 ",counter-price
40469,yeah that's not gonna work . you should look elsewhere . good luck ,disagree
